Date,Open,High,Low,Close,Volume,Adj Close
2008-05-15,101.32,102.67,98.65,98.65,6547200,98.36
2008-05-14,101.27,102.13,100.06,101.44,5229300,101.14
2008-05-13,99.84,103.47,99.78,102.90,7100800,102.59
2008-05-12,103.16,103.84,100.28,100.44,7142500,100.14
2008-05-09,104.67,105.14,100.39,103.95,10785900,103.64
2008-05-08,99.27,104.16,99.17,102.07,13869000,101.77
2008-05-07,93.47,100.59,93.33,100.05,9083300,99.75
2008-05-06,97.67,98.78,93.28,93.99,9343600,93.71
2008-05-05,93.98,95.95,93.20,94.92,6429200,94.64
2008-05-02,89.90,94.26,89.47,92.84,11828500,92.56
2008-05-01,100.90,101.45,92.84,93.30,11775500,93.02
2008-04-30,99.45,101.65,97.42,101.12,9807100,100.82
2008-04-29,98.40,100.23,97.35,99.23,6315400,98.93
2008-04-28,97.96,99.89,96.63,98.25,7019700,97.96
2008-04-25,99.32,102.48,97.71,98.50,9348100,98.21
2008-04-24,108.11,108.27,100.30,101.64,11804800,101.34
2008-04-23,107.02,110.31,105.88,109.09,8255200,108.77
2008-04-22,106.37,108.68,105.82,107.88,6803100,107.56
2008-04-21,104.00,106.62,103.95,105.10,6266800,104.79
2008-04-18,99.50,103.29,98.38,102.75,12042700,102.44
2008-04-17,110.75,111.30,104.88,105.25,9279600,104.94
2008-04-16,111.41,112.82,108.27,108.88,9124100,108.56
2008-04-15,115.17,119.48,113.96,115.80,10157200,115.46
2008-04-14,115.00,119.03,114.20,117.77,10729700,117.42
2008-04-11,113.00,114.00,108.61,113.30,9890300,112.96
2008-04-10,110.43,111.73,106.53,109.80,9309300,109.47
2008-04-09,104.46,109.39,104.09,108.96,9427900,108.64
2008-04-08,104.11,106.40,102.68,105.00,9645200,104.69
2008-04-07,100.23,103.22,99.08,102.50,9325700,102.20
2008-04-04,101.06,104.60,101.05,103.51,12435000,103.20
2008-04-03,103.84,104.65,99.62,101.10,11067500,100.80
2008-04-02,100.42,103.09,97.88,101.23,14894000,100.93
2008-04-01,110.26,110.44,100.50,100.60,16666400,100.30
2008-03-31,120.11,121.09,113.35,117.65,10027600,117.30
2008-03-28,114.11,119.42,112.70,119.39,10249100,119.03
2008-03-27,108.72,115.00,108.36,114.98,12236300,114.64
2008-03-26,106.49,111.01,106.25,110.98,12272700,110.65
2008-03-25,104.28,107.52,102.20,103.92,9836400,103.61
2008-03-24,105.19,105.23,99.00,103.77,11523300,103.29
2008-03-20,119.41,119.45,105.05,106.66,13880900,106.16
2008-03-19,114.57,120.70,110.99,120.49,18083000,119.93
2008-03-18,125.02,129.30,116.00,116.61,19556900,116.07
2008-03-17,150.10,150.10,134.00,137.52,23062900,136.88
2008-03-14,122.75,135.67,121.43,132.13,18272000,131.51
2008-03-13,131.26,134.85,122.32,124.74,20141300,124.16
2008-03-12,121.02,126.65,114.62,125.06,15194200,124.48
2008-03-11,126.64,134.68,120.01,122.54,16478200,121.97
2008-03-10,132.92,140.73,130.37,140.25,11173900,139.60
2008-03-07,138.05,138.80,127.46,133.34,15359500,132.72
2008-03-06,128.67,134.76,127.70,134.75,7717900,134.12
2008-03-05,122.03,127.43,119.33,125.05,8041600,124.47
2008-03-04,125.11,129.50,122.32,123.28,8465100,122.71
2008-03-03,120.00,124.40,119.46,121.50,6701700,120.93
2008-02-29,114.00,120.00,113.79,119.27,5995300,118.71
2008-02-28,107.42,110.98,106.87,110.75,4397400,110.23
2008-02-27,108.00,108.27,102.52,104.92,5286200,104.43
2008-02-26,108.56,109.01,103.83,106.20,7407600,105.71
2008-02-25,110.15,113.19,105.87,106.98,7059500,106.48
2008-02-22,112.36,116.86,108.74,108.90,6885500,108.39
2008-02-21,108.43,113.20,107.25,112.20,5021400,111.68
2008-02-20,115.15,115.75,108.57,109.15,7183300,108.64
2008-02-19,108.05,114.25,106.81,113.00,6921600,112.47
2008-02-15,113.79,115.50,110.75,111.02,6897000,110.50
2008-02-14,108.62,112.39,107.50,112.15,5667900,111.63
2008-02-13,107.51,112.58,107.10,109.10,5542400,108.59
2008-02-12,110.25,112.74,106.61,109.70,7490600,109.19
2008-02-11,109.85,114.73,109.01,112.70,7233500,112.18
2008-02-08,105.76,111.00,105.09,109.00,6600700,108.49
2008-02-07,109.58,109.65,102.40,104.62,8743100,104.13
2008-02-06,104.15,108.52,102.51,108.29,6784000,107.79
2008-02-05,101.50,105.40,100.26,105.39,6727800,104.90
2008-02-04,94.12,98.00,93.82,97.05,5013100,96.60
2008-02-01,97.38,97.38,92.40,92.40,6065400,91.97
2008-01-31,106.68,107.24,95.11,97.25,9584700,96.80
2008-01-30,101.96,103.23,95.10,102.70,8572900,102.22
2008-01-29,101.68,104.69,99.83,100.32,3888600,99.85
2008-01-28,110.63,112.61,102.84,103.15,4654500,102.67
2008-01-25,102.80,111.87,101.85,110.00,5058700,109.49
2008-01-24,103.27,108.07,102.35,105.15,4795000,104.66
2008-01-23,128.65,129.49,105.75,106.03,5500600,105.54
2008-01-22,143.93,146.93,117.08,122.80,4441100,122.23
2008-01-18,121.70,133.06,121.57,129.65,4357200,129.05
2008-01-17,114.39,125.10,112.94,121.50,3602400,120.93
2008-01-16,117.97,117.97,110.08,115.08,3309200,114.54
2008-01-15,113.74,117.77,113.05,117.15,3165700,116.60
2008-01-14,107.47,112.90,106.54,109.35,2717300,108.84
2008-01-11,112.46,115.24,107.20,110.58,4173000,110.07
2008-01-10,117.45,120.40,107.19,113.56,5008700,113.03
2008-01-09,119.50,125.10,115.30,115.90,4810000,115.36
2008-01-08,110.00,119.50,108.83,119.35,4026200,118.79
2008-01-07,111.67,115.06,109.10,110.90,3656400,110.38
2008-01-04,109.20,112.89,108.10,111.80,3810700,111.28
2008-01-03,104.93,106.50,102.99,106.50,1832900,106.00
2008-01-02,100.79,104.90,99.74,104.49,2200400,104.00
2007-12-31,101.86,103.00,98.40,99.88,1164400,99.42
2007-12-28,98.99,102.23,98.02,101.50,1346000,101.03
2007-12-27,95.92,100.79,95.92,100.30,1137700,99.83
2007-12-26,96.26,97.49,95.67,95.95,610900,95.50
2007-12-24,99.00,99.00,94.91,95.11,422300,94.67
